No dump file specified
 num     #instances         #bytes  class name (module)
 382:             1             48  java.lang.invoke.BoundMethodHandle$Specializer$Factory (java.base@14.0.2)
 383:             1             48  java.lang.invoke.BoundMethodHandle$Species_LLLLL (java.base@14.0.2)
 384:             2             48  java.lang.reflect.ReflectPermission (java.base@14.0.2)
 385:             2             48  java.net.Inet4Address (java.base@14.0.2)
 386:             2             48  java.net.Socket$SocketInputStream (java.base@14.0.2)
 387:             2             48  java.net.StandardProtocolFamily (java.base@14.0.2)
 388:             3             48  java.nio.charset.CodingErrorAction (java.base@14.0.2)
 389:             2             48  java.time.chrono.IsoEra (java.base@14.0.2)
 390:             3             48  java.util.HashMap$Values (java.base@14.0.2)
 391:             3             48  java.util.Optional (java.base@14.0.2)
 392:             3             48  java.util.ResourceBundle$NoFallbackControl (java.base@14.0.2)
 393:             1             48  java.util.TreeMap (java.base@14.0.2)
 394:             3             48  java.util.WeakHashMap$KeySet (java.base@14.0.2)
 395:             2             48  java.util.concurrent.ConcurrentHashMap$KeySetView (java.base@14.0.2)
 396:             1             48  java.util.concurrent.ConcurrentSkipListMap (java.base@14.0.2)
 397:             2             48  java.util.logging.Logger$LoggerBundle (java.logging@14.0.2)
 398:             2             48  java.util.logging.LoggingPermission (java.logging@14.0.2)
 399:             2             48  java.util.regex.Pattern$BmpCharPredicate$$Lambda$76/0x0000000800bc3040 (java.base@14.0.2)
 400:             3             48  java.util.regex.Pattern$BranchConn (java.base@14.0.2)
 401:             2             48  java.util.zip.Inflater$InflaterZStreamRef (java.base@14.0.2)
 402:             2             48  java.util.zip.ZipFile$Source$Key (java.base@14.0.2)
 403:             1             48  jdk.internal.jimage.ImageHeader (java.base@14.0.2)
 404:             2             48  jdk.internal.misc.Signal (java.base@14.0.2)
 405:             2             48  jdk.internal.misc.Signal$NativeHandler (java.base@14.0.2)
 406:             3             48  jdk.internal.module.ServicesCatalog (java.base@14.0.2)
 407:             1             48  jdk.internal.ref.CleanerImpl$WeakCleanableRef (java.base@14.0.2)
 408:             1             48  org.postgresql.jdbc.TimestampUtils
 409:             2             48  sun.nio.ch.Util$BufferCache (java.base@14.0.2)
 410:             2             48  sun.nio.fs.NativeBuffer$Deallocator (java.base@14.0.2)
 411:             2             48  sun.security.jca.ProviderList (java.base@14.0.2)
 412:             2             48  sun.security.jca.ProviderList$3 (java.base@14.0.2)
 413:             1             48  sun.security.provider.MoreDrbgParameters (java.base@14.0.2)
 414:             2             48  sun.util.locale.provider.LocaleServiceProviderPool (java.base@14.0.2)
 415:             1             40  [Ljava.lang.invoke.StringConcatFactory$Strategy; (java.base@14.0.2)
 416:             1             40  [Ljava.lang.invoke.VarHandle$AccessType; (java.base@14.0.2)
 417:             1             40  [Ljava.util.stream.StreamOpFlag; (java.base@14.0.2)
 418:             1             40  [Lsun.nio.fs.WindowsPathType; (java.base@14.0.2)
 419:             1             40  [Lsun.util.locale.provider.LocaleProviderAdapter$Type; (java.base@14.0.2)
 420:             1             40  [[Ljava.lang.invoke.LambdaForm$Name; (java.base@14.0.2)
 421:             1             40  com.sun.management.internal.DiagnosticCommandImpl (jdk.management@14.0.2)
 422:             1             40  java.io.BufferedInputStream (java.base@14.0.2)
 423:             1             40  java.lang.ArithmeticException (java.base@14.0.2)
 424:             1             40  java.lang.NullPointerException (java.base@14.0.2)
 425:             1             40  java.lang.invoke.MethodHandleImpl$IntrinsicMethodHandle (java.base@14.0.2)
 426:             1             40  java.lang.ref.Finalizer (java.base@14.0.2)
 427:             1             40  java.util.ResourceBundle$2 (java.base@14.0.2)
 428:             1             40  java.util.ServiceLoader$LazyClassPathLookupIterator (java.base@14.0.2)
 429:             1             40  javax.crypto.CryptoAllPermission (java.base@14.0.2)
 430:             1             40  jdk.internal.loader.URLClassPath (java.base@14.0.2)
 431:             1             40  jdk.internal.ref.CleanerImpl$CleanerCleanable (java.base@14.0.2)
 432:             1             40  org.postgresql.core.v3.SimpleParameterList
 433:             1             40  sun.nio.cs.StandardCharsets$Aliases (java.base@14.0.2)
 434:             1             40  sun.nio.cs.StandardCharsets$Cache (java.base@14.0.2)
 435:             1             40  sun.nio.cs.StandardCharsets$Classes (java.base@14.0.2)
 436:             1             40  sun.nio.cs.US_ASCII$Decoder (java.base@14.0.2)
 437:             1             40  sun.util.locale.InternalLocaleBuilder (java.base@14.0.2)
 438:             1             40  sun.util.resources.Bundles$1 (java.base@14.0.2)
 439:             1             32  [Ljava.lang.OutOfMemoryError; (java.base@14.0.2)
 440:             2             32  [Ljava.lang.StackTraceElement; (java.base@14.0.2)
 441:             1             32  [Ljava.lang.ThreadGroup; (java.base@14.0.2)
 442:             2             32  [Ljava.lang.annotation.Annotation; (java.base@14.0.2)
 443:             1             32  [Ljava.lang.invoke.StringConcatFactory$Mode; (java.base@14.0.2)
 444:             1             32  [Ljava.lang.module.ModuleDescriptor$Modifier; (java.base@14.0.2)
 445:             1             32  [Ljava.lang.module.ModuleDescriptor$Requires$Modifier; (java.base@14.0.2)
 446:             1             32  [Ljava.net.Proxy$Type; (java.base@14.0.2)
 447:             1             32  [Ljava.nio.file.AccessMode; (java.base@14.0.2)
 448:             1             32  [Ljava.security.DrbgParameters$Capability; (java.base@14.0.2)
 449:             1             32  [Ljava.util.stream.StreamShape; (java.base@14.0.2)
 450:             1             32  [Ljdk.internal.logger.BootstrapLogger$LoggingBackend; (java.base@14.0.2)
 451:             1             32  [Ljdk.internal.module.IllegalAccessLogger$Mode; (java.base@14.0.2)
 452:             1             32  [Lorg.postgresql.core.JavaVersion;
 453:             1             32  [Lorg.postgresql.core.TransactionState;
 454:             1             32  [Lorg.postgresql.hostchooser.HostStatus;
 455:             1             32  [Lorg.postgresql.jdbc.EscapeSyntaxCallMode;
 456:             1             32  [Lorg.postgresql.jdbc.PreferQueryMode;
 457:             1             32  [Lorg.postgresql.shaded.com.ongres.scram.client.ScramClient$ChannelBinding;
 458:             1             32  [Lorg.postgresql.shaded.com.ongres.scram.common.ScramMechanisms;
 459:             1             32  [Lorg.postgresql.shaded.com.ongres.scram.common.gssapi.Gs2Attributes;
 460:             1             32  [Lorg.postgresql.shaded.com.ongres.scram.common.gssapi.Gs2CbindFlag;
 461:             1             32  [Lsun.nio.fs.NativeBuffer; (java.base@14.0.2)
 462:             1             32  java.io.FileInputStream (java.base@14.0.2)
 463:             1             32  java.io.WinNTFileSystem (java.base@14.0.2)
 464:             2             32  java.lang.Boolean (java.base@14.0.2)
 465:             2             32  java.lang.Shutdown$Lock (java.base@14.0.2)
 466:             1             32  java.lang.invoke.VarHandleInts$FieldInstanceReadWrite (java.base@14.0.2)
 467:             1             32  java.lang.module.ModuleDescriptor$Version (java.base@14.0.2)
 468:             2             32  java.nio.ByteOrder (java.base@14.0.2)
 469:             1             32  java.security.MessageDigest$Delegate (java.base@14.0.2)
 470:             2             32  java.util.IdentityHashMap$KeySet (java.base@14.0.2)
 471:             2             32  java.util.ResourceBundle$SingleFormatControl (java.base@14.0.2)
 472:             1             32  java.util.ServiceLoader$ModuleServicesLookupIterator (java.base@14.0.2)
 473:             1             32  java.util.logging.LogManager$SystemLoggerContext (java.logging@14.0.2)
 474:             1             32  jdk.internal.module.IllegalAccessLogger (java.base@14.0.2)
 475:             2             32  jdk.internal.module.ModuleResolution (java.base@14.0.2)
 476:             1             32  jdk.internal.ref.CleanerImpl (java.base@14.0.2)
 477:             1             32  jdk.net.ExtendedSocketOptions$1 (jdk.net@14.0.2)
 478:             1             32  org.postgresql.core.ByteOptimizedUTF8Encoder
 479:             1             32  org.postgresql.core.CommandCompleteParser
 480:             1             32  org.postgresql.core.PGStream$1
 481:             1             32  org.postgresql.core.VisibleBufferedInputStream
 482:             1             32  org.postgresql.core.v3.Portal
 483:             1             32  org.postgresql.hostchooser.GlobalHostStatusTracker$HostSpecStatus
 484:             1             32  sun.instrument.InstrumentationImpl (java.instrument@14.0.2)
 485:             2             32  sun.nio.ch.NioSocketImpl$$Lambda$21/0x0000000800b97840 (java.base@14.0.2)
 486:             2             32  sun.nio.ch.NioSocketImpl$1 (java.base@14.0.2)
 487:             2             32  sun.util.resources.LocaleData (java.base@14.0.2)
 488:             1             24  [Ljava.io.File$PathStatus; (java.base@14.0.2)
 489:             1             24  [Ljava.lang.ClassValue$Entry; (java.base@14.0.2)
 490:             1             24  [Ljava.net.StandardProtocolFamily; (java.base@14.0.2)
 491:             1             24  [Ljava.net.URL; (java.base@14.0.2)
 492:             1             24  [Ljava.time.chrono.IsoEra; (java.base@14.0.2)
 493:             1             24  [Ljava.util.Locale$Category; (java.base@14.0.2)
 494:             1             24  [Ljava.util.jar.Manifest; (java.base@14.0.2)
 495:             1             24  [Lorg.postgresql.shaded.com.ongres.scram.common.stringprep.StringPreparations;
 496:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$1 (jdk.management@14.0.2)
 497:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$2 (jdk.management@14.0.2)
 498:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$3 (jdk.management@14.0.2)
 499:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$4 (jdk.management@14.0.2)
 500:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$5 (jdk.management@14.0.2)
 501:             1             24  java.lang.ClassValue$Version (java.base@14.0.2)
 502:             1             24  java.lang.Double (java.base@14.0.2)
 503:             1             24  java.lang.StringCoding$Result (java.base@14.0.2)
 504:             1             24  java.lang.invoke.MethodType$ConcurrentWeakInternSet (java.base@14.0.2)
 505:             1             24  java.lang.invoke.VarHandles$1 (java.base@14.0.2)
 506:             1             24  java.lang.management.DefaultPlatformMBeanProvider$1 (java.management@14.0.2)
 507:             1             24  java.lang.management.DefaultPlatformMBeanProvider$10 (java.management@14.0.2)
 508:             1             24  java.lang.management.DefaultPlatformMBeanProvider$11 (java.management@14.0.2)
 509:             1             24  java.lang.management.DefaultPlatformMBeanProvider$2 (java.management@14.0.2)
 510:             1             24  java.lang.management.DefaultPlatformMBeanProvider$3 (java.management@14.0.2)
 511:             1             24  java.lang.management.DefaultPlatformMBeanProvider$4 (java.management@14.0.2)
 512:             1             24  java.lang.management.DefaultPlatformMBeanProvider$5 (java.management@14.0.2)
 513:             1             24  java.lang.management.DefaultPlatformMBeanProvider$6 (java.management@14.0.2)
 514:             1             24  java.lang.management.DefaultPlatformMBeanProvider$7 (java.management@14.0.2)
 515:             1             24  java.lang.management.DefaultPlatformMBeanProvider$8 (java.management@14.0.2)
 516:             1             24  java.lang.management.DefaultPlatformMBeanProvider$9 (java.management@14.0.2)
 517:             1             24  java.net.Inet6AddressImpl (java.base@14.0.2)
 518:             1             24  java.net.Proxy (java.base@14.0.2)
 519:             1             24  java.net.Socket$SocketOutputStream (java.base@14.0.2)
 520:             1             24  java.security.AllPermissionCollection (java.base@14.0.2)
 521:             1             24  java.sql.DriverInfo (java.sql@14.0.2)
 522:             1             24  java.util.BitSet (java.base@14.0.2)
 523:             1             24  java.util.Collections$EmptyMap (java.base@14.0.2)
 524:             1             24  java.util.Collections$SynchronizedCollection (java.base@14.0.2)
 525:             1             24  java.util.Locale$Cache (java.base@14.0.2)
 526:             1             24  java.util.OptionalInt (java.base@14.0.2)
 527:             1             24  java.util.ResourceBundle$Control$CandidateListCache (java.base@14.0.2)
 528:             1             24  java.util.Scanner$PatternLRUCache (java.base@14.0.2)
 529:             1             24  java.util.ServiceLoader$2 (java.base@14.0.2)
 530:             1             24  java.util.concurrent.CopyOnWriteArrayList$COWIterator (java.base@14.0.2)
 531:             1             24  java.util.logging.LogManager$LoggerContext (java.logging@14.0.2)
 532:             1             24  java.util.regex.Pattern$$Lambda$18/0x0000000800b96840 (java.base@14.0.2)
 533:             1             24  java.util.regex.Pattern$CharPredicate$$Lambda$20/0x0000000800b97440 (java.base@14.0.2)
 534:             1             24  java.util.regex.Pattern$CharProperty (java.base@14.0.2)
 535:             1             24  java.util.regex.Pattern$Dollar (java.base@14.0.2)
 536:             1             24  java.util.regex.Pattern$GroupHead (java.base@14.0.2)
 537:             1             24  java.util.regex.Pattern$GroupTail (java.base@14.0.2)
 538:             1             24  java.util.regex.Pattern$Slice (java.base@14.0.2)
 539:             1             24  java.util.zip.ZipCoder$UTF8 (java.base@14.0.2)
 540:             1             24  javax.crypto.CryptoAllPermissionCollection (java.base@14.0.2)
 541:             1             24  javax.crypto.CryptoPermissions (java.base@14.0.2)
 542:             1             24  jdk.internal.jimage.ImageReader (java.base@14.0.2)
 543:             1             24  jdk.internal.loader.URLClassPath$FileLoader (java.base@14.0.2)
 544:             1             24  jdk.internal.logger.BootstrapLogger$RedirectedLoggers (java.base@14.0.2)
 545:             1             24  jdk.internal.module.ModuleBootstrap$SafeModuleFinder (java.base@14.0.2)
 546:             1             24  jdk.internal.module.ModuleHashes (java.base@14.0.2)
 547:             1             24  jdk.management.jfr.internal.FlightRecorderMXBeanProvider$SingleMBeanComponent (jdk.management.jfr@14.0.2)
 548:             1             24  org.postgresql.core.Encoding
 549:             1             24  org.postgresql.core.v3.replication.V3ReplicationProtocol
 550:             1             24  org.postgresql.hostchooser.HostRequirement$1
 551:             1             24  org.postgresql.hostchooser.HostRequirement$2
 552:             1             24  org.postgresql.hostchooser.HostRequirement$3
 553:             1             24  org.postgresql.hostchooser.HostRequirement$4
 554:             1             24  org.postgresql.hostchooser.HostRequirement$5
 555:             1             24  org.postgresql.shaded.com.ongres.scram.common.bouncycastle.base64.Base64Encoder
 556:             1             24  org.postgresql.shaded.com.ongres.scram.common.stringprep.StringPreparations$1
 557:             1             24  org.postgresql.shaded.com.ongres.scram.common.stringprep.StringPreparations$2
 558:             1             24  org.postgresql.util.HostSpec
 559:             1             24  org.postgresql.util.SharedTimer
 560:             1             24  ru.job4j.tracker.ValidateInput
 561:             1             24  sun.instrument.TransformerManager (java.instrument@14.0.2)
 562:             1             24  sun.management.MemoryImpl (java.management@14.0.2)
 563:             1             24  sun.management.VMManagementImpl (java.management@14.0.2)
 564:             1             24  sun.net.ProgressMonitor (java.base@14.0.2)
 565:             1             24  sun.net.www.protocol.http.Handler (java.base@14.0.2)
 566:             1             24  sun.nio.cs.ISO_8859_1 (java.base@14.0.2)
 567:             1             24  sun.nio.cs.MS1251 (java.base@14.0.2)
 568:             1             24  sun.nio.cs.StandardCharsets (java.base@14.0.2)
 569:             1             24  sun.nio.cs.ThreadLocalCoders$1 (java.base@14.0.2)
 570:             1             24  sun.nio.cs.ThreadLocalCoders$2 (java.base@14.0.2)
 571:             1             24  sun.nio.cs.US_ASCII (java.base@14.0.2)
 572:             1             24  sun.nio.cs.UTF_16 (java.base@14.0.2)
 573:             1             24  sun.nio.cs.UTF_16BE (java.base@14.0.2)
 574:             1             24  sun.nio.cs.UTF_16LE (java.base@14.0.2)
 575:             1             24  sun.nio.cs.UTF_8 (java.base@14.0.2)
 576:             1             24  sun.nio.fs.WindowsFileSystem (java.base@14.0.2)
 577:             1             24  sun.nio.fs.WindowsSecurityDescriptor (java.base@14.0.2)
 578:             1             24  sun.security.provider.DRBG (java.base@14.0.2)
 579:             1             24  sun.util.cldr.CLDRCalendarDataProviderImpl (java.base@14.0.2)
 580:             1             24  sun.util.cldr.CLDRTimeZoneNameProviderImpl (java.base@14.0.2)
 581:             1             24  sun.util.locale.BaseLocale$Cache (java.base@14.0.2)
 582:             1             24  sun.util.locale.provider.DecimalFormatSymbolsProviderImpl (java.base@14.0.2)
 583:             1             24  sun.util.locale.provider.NumberFormatProviderImpl (java.base@14.0.2)
 584:             1             24  sun.util.locale.provider.TimeZoneNameProviderImpl (java.base@14.0.2)
 585:             1             16  [Ljava.lang.Throwable; (java.base@14.0.2)
 586:             1             16  [Ljava.nio.file.attribute.FileAttribute; (java.base@14.0.2)
 587:             1             16  [Ljava.security.Provider; (java.base@14.0.2)
 588:             1             16  [Ljava.security.cert.Certificate; (java.base@14.0.2)
 589:             1             16  [Ljava.text.FieldPosition; (java.base@14.0.2)
 590:             1             16  [Ljava.util.logging.Handler; (java.logging@14.0.2)
 591:             1             16  [Ljava.util.regex.IntHashSet; (java.base@14.0.2)
 592:             1             16  [Lsun.instrument.TransformerManager$TransformerInfo; (java.instrument@14.0.2)
 593:             1             16  com.sun.management.internal.PlatformMBeanProviderImpl (jdk.management@14.0.2)
 594:             1             16  com.sun.management.internal.PlatformMBeanProviderImpl$$Lambda$47/0x0000000800baf040 (jdk.management@14.0.2)
 595:             1             16  java.io.FileDescriptor$1 (java.base@14.0.2)
 596:             1             16  java.io.FilePermission$1 (java.base@14.0.2)
 597:             1             16  java.io.RandomAccessFile$2 (java.base@14.0.2)
 598:             1             16  java.lang.ApplicationShutdownHooks$1 (java.base@14.0.2)
 599:             1             16  java.lang.CharacterData00 (java.base@14.0.2)
 600:             1             16  java.lang.CharacterDataLatin1 (java.base@14.0.2)
 601:             1             16  java.lang.ClassValue$Identity (java.base@14.0.2)
 602:             1             16  java.lang.Float (java.base@14.0.2)
 603:             1             16  java.lang.InheritableThreadLocal (java.base@14.0.2)
 604:             1             16  java.lang.Runtime (java.base@14.0.2)
 605:             1             16  java.lang.String$CaseInsensitiveComparator (java.base@14.0.2)
 606:             1             16  java.lang.StringCoding$1 (java.base@14.0.2)
 607:             1             16  java.lang.System$2 (java.base@14.0.2)
 608:             1             16  java.lang.Terminator$1 (java.base@14.0.2)
 609:             1             16  java.lang.invoke.ClassSpecializer$1 (java.base@14.0.2)
 610:             1             16  java.lang.invoke.MemberName$Factory (java.base@14.0.2)
 611:             1             16  java.lang.invoke.MethodHandleImpl$1 (java.base@14.0.2)
 612:             1             16  java.lang.invoke.StringConcatFactory$MethodHandleInlineCopyStrategy$1 (java.base@14.0.2)
 613:             1             16  java.lang.invoke.StringConcatFactory$MethodHandleInlineCopyStrategy$2 (java.base@14.0.2)
 614:             1             16  java.lang.invoke.VarHandle$1 (java.base@14.0.2)
 615:             1             16  java.lang.management.DefaultPlatformMBeanProvider (java.management@14.0.2)
 616:             1             16  java.lang.management.ManagementFactory$$Lambda$44/0x0000000800ba9c40 (java.management@14.0.2)
 617:             1             16  java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$45/0x0000000800baf840 (java.management@14.0.2)
 618:             1             16  java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$48/0x0000000800baf440 (java.management@14.0.2)
 619:             1             16  java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$49/0x0000000800bae840 (java.management@14.0.2)
 620:             1             16  java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$51/0x0000000800bae440 (java.management@14.0.2)
 621:             1             16  java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$55/0x0000000800bac840 (java.management@14.0.2)
 622:             1             16  java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$56/0x0000000800bacc40 (java.management@14.0.2)
 623:             1             16  java.lang.module.ModuleDescriptor$1 (java.base@14.0.2)
 624:             1             16  java.lang.ref.Cleaner (java.base@14.0.2)
 625:             1             16  java.lang.ref.Cleaner$1 (java.base@14.0.2)
 626:             1             16  java.lang.ref.Reference$1 (java.base@14.0.2)
 627:             1             16  java.lang.reflect.Proxy$$Lambda$40/0x0000000800ba8c40 (java.base@14.0.2)
 628:             1             16  java.lang.reflect.ProxyGenerator$$Lambda$42/0x0000000800ba9440 (java.base@14.0.2)
 629:             1             16  java.lang.reflect.ProxyGenerator$$Lambda$43/0x0000000800ba9840 (java.base@14.0.2)
 630:             1             16  java.lang.reflect.ReflectAccess (java.base@14.0.2)
 631:             1             16  java.net.InetAddress$1 (java.base@14.0.2)
 632:             1             16  java.net.InetAddress$PlatformNameService (java.base@14.0.2)
 633:             1             16  java.net.SocketImpl$$Lambda$14/0x0000000800b95840 (java.base@14.0.2)
 634:             1             16  java.net.URI$1 (java.base@14.0.2)
 635:             1             16  java.net.URL$3 (java.base@14.0.2)
 636:             1             16  java.net.URL$DefaultFactory (java.base@14.0.2)
 637:             1             16  java.nio.Bits$1 (java.base@14.0.2)
 638:             1             16  java.nio.Buffer$1 (java.base@14.0.2)
 639:             1             16  java.nio.file.Files$AcceptAllFilter (java.base@14.0.2)
 640:             1             16  java.security.AllPermission (java.base@14.0.2)
 641:             1             16  java.security.ProtectionDomain$JavaSecurityAccessImpl (java.base@14.0.2)
 642:             1             16  java.text.DecimalFormatSymbols$$Lambda$30/0x0000000800b9a440 (java.base@14.0.2)
 643:             1             16  java.util.Collections$EmptyEnumeration (java.base@14.0.2)
 644:             1             16  java.util.Collections$EmptyIterator (java.base@14.0.2)
 645:             1             16  java.util.Collections$EmptyList (java.base@14.0.2)
 646:             1             16  java.util.Collections$EmptySet (java.base@14.0.2)
 647:             1             16  java.util.Collections$UnmodifiableCollection (java.base@14.0.2)
 648:             1             16  java.util.EnumMap$1 (java.base@14.0.2)
 649:             1             16  java.util.IdentityHashMap$Values (java.base@14.0.2)
 650:             1             16  java.util.LinkedHashMap$LinkedValues (java.base@14.0.2)
 651:             1             16  java.util.LinkedHashSet (java.base@14.0.2)
 652:             1             16  java.util.Locale$Builder (java.base@14.0.2)
 653:             1             16  java.util.ResourceBundle$1 (java.base@14.0.2)
 654:             1             16  java.util.ResourceBundle$Control (java.base@14.0.2)
 655:             1             16  java.util.Spliterators$EmptySpliterator$OfDouble (java.base@14.0.2)
 656:             1             16  java.util.Spliterators$EmptySpliterator$OfInt (java.base@14.0.2)
 657:             1             16  java.util.Spliterators$EmptySpliterator$OfLong (java.base@14.0.2)
 658:             1             16  java.util.Spliterators$EmptySpliterator$OfRef (java.base@14.0.2)
 659:             1             16  java.util.concurrent.ConcurrentSkipListSet (java.base@14.0.2)
 660:             1             16  java.util.concurrent.atomic.AtomicBoolean (java.base@14.0.2)
 661:             1             16  java.util.function.Function$$Lambda$50/0x0000000800baec40 (java.base@14.0.2)
 662:             1             16  java.util.jar.JavaUtilJarAccessImpl (java.base@14.0.2)
 663:             1             16  java.util.logging.Level$$Lambda$37/0x0000000800b9e440 (java.logging@14.0.2)
 664:             1             16  java.util.logging.Level$KnownLevel$$Lambda$35/0x0000000800b9e840 (java.logging@14.0.2)
 665:             1             16  java.util.logging.Level$KnownLevel$$Lambda$36/0x0000000800b9ec40 (java.logging@14.0.2)
 666:             1             16  java.util.logging.Level$KnownLevel$$Lambda$38/0x0000000800b9d840 (java.logging@14.0.2)
 667:             1             16  java.util.logging.LogManager$LoggingProviderAccess (java.logging@14.0.2)
 668:             1             16  java.util.logging.LogManager$VisitedLoggers (java.logging@14.0.2)
 669:             1             16  java.util.regex.CharPredicates$$Lambda$15/0x0000000800b95c40 (java.base@14.0.2)
 670:             1             16  java.util.regex.CharPredicates$$Lambda$17/0x0000000800b96440 (java.base@14.0.2)
 671:             1             16  java.util.regex.Pattern$$Lambda$16/0x0000000800b96040 (java.base@14.0.2)
 672:             1             16  java.util.regex.Pattern$$Lambda$75/0x0000000800bc3c40 (java.base@14.0.2)
 673:             1             16  java.util.regex.Pattern$BitClass (java.base@14.0.2)
 674:             1             16  java.util.regex.Pattern$CharPredicate$$Lambda$19/0x0000000800b97040 (java.base@14.0.2)
 675:             1             16  java.util.regex.Pattern$LastNode (java.base@14.0.2)
 676:             1             16  java.util.regex.Pattern$Node (java.base@14.0.2)
 677:             1             16  java.util.stream.Collectors$$Lambda$25/0x0000000800b99040 (java.base@14.0.2)
 678:             1             16  java.util.stream.Collectors$$Lambda$27/0x0000000800b99840 (java.base@14.0.2)
 679:             1             16  java.util.stream.Collectors$$Lambda$5/0x0000000800b91440 (java.base@14.0.2)
 680:             1             16  java.util.stream.Collectors$$Lambda$52/0x0000000800bad840 (java.base@14.0.2)
 681:             1             16  java.util.stream.Collectors$$Lambda$6/0x0000000800b91840 (java.base@14.0.2)
 682:             1             16  java.util.stream.Collectors$$Lambda$61/0x0000000800bab040 (java.base@14.0.2)
 683:             1             16  java.util.stream.Collectors$$Lambda$62/0x0000000800bab440 (java.base@14.0.2)
 684:             1             16  java.util.stream.Collectors$$Lambda$63/0x0000000800baa840 (java.base@14.0.2)
 685:             1             16  java.util.stream.Collectors$$Lambda$7/0x0000000800b91c40 (java.base@14.0.2)
 686:             1             16  java.util.stream.Collectors$$Lambda$8/0x0000000800b92040 (java.base@14.0.2)
 687:             1             16  java.util.stream.FindOps$FindSink$OfInt$$Lambda$31/0x0000000800b9a840 (java.base@14.0.2)
 688:             1             16  java.util.stream.FindOps$FindSink$OfInt$$Lambda$32/0x0000000800b9ac40 (java.base@14.0.2)
 689:             1             16  java.util.stream.FindOps$FindSink$OfInt$$Lambda$33/0x0000000800b9b040 (java.base@14.0.2)
 690:             1             16  java.util.stream.FindOps$FindSink$OfInt$$Lambda$34/0x0000000800b9b440 (java.base@14.0.2)
 691:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda$10/0x0000000800b92840 (java.base@14.0.2)
 692:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda$11/0x0000000800b92c40 (java.base@14.0.2)
 693:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda$12/0x0000000800b93040 (java.base@14.0.2)
 694:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda$13/0x0000000800b93440 (java.base@14.0.2)
 695:             1             16  java.util.zip.ZipFile$1 (java.base@14.0.2)
 696:             1             16  javax.crypto.JceSecurity$IdentityWrapper (java.base@14.0.2)
 697:             1             16  javax.crypto.ProviderVerifier$$Lambda$69/0x0000000800bc7040 (java.base@14.0.2)
 698:             1             16  javax.net.DefaultSocketFactory (java.base@14.0.2)
 699:             1             16  jdk.internal.jimage.ImageReaderFactory$1 (java.base@14.0.2)
 700:             1             16  jdk.internal.jimage.ImageStringsReader (java.base@14.0.2)
 701:             1             16  jdk.internal.jimage.decompressor.Decompressor (java.base@14.0.2)
 702:             1             16  jdk.internal.math.FloatingDecimal$1 (java.base@14.0.2)
 703:             1             16  jdk.internal.misc.TerminatingThreadLocal$1 (java.base@14.0.2)
 704:             1             16  jdk.internal.misc.Unsafe (java.base@14.0.2)
 705:             1             16  jdk.internal.module.DefaultRoots$$Lambda$1/0x0000000800b90040 (java.base@14.0.2)
 706:             1             16  jdk.internal.module.DefaultRoots$$Lambda$2/0x0000000800b90840 (java.base@14.0.2)
 707:             1             16  jdk.internal.module.DefaultRoots$$Lambda$4/0x0000000800b91040 (java.base@14.0.2)
 708:             1             16  jdk.internal.module.DefaultRoots$$Lambda$9/0x0000000800b92440 (java.base@14.0.2)
 709:             1             16  jdk.internal.module.ModulePatcher (java.base@14.0.2)
 710:             1             16  jdk.internal.module.ModuleTarget (java.base@14.0.2)
 711:             1             16  jdk.internal.perf.Perf (java.base@14.0.2)
 712:             1             16  jdk.internal.reflect.ReflectionFactory (java.base@14.0.2)
 713:             1             16  jdk.internal.util.Preconditions$1 (java.base@14.0.2)
 714:             1             16  jdk.net.ExtendedSocketOptions$PlatformSocketOptions (jdk.net@14.0.2)
 715:             1             16  org.postgresql.Driver
 716:             1             16  org.postgresql.core.CachedQueryCreateAction
 717:             1             16  org.postgresql.core.Encoding$2
 718:             1             16  org.postgresql.core.QueryExecutorBase$1
 719:             1             16  org.postgresql.jdbc.PgConnection$1
 720:             1             16  org.postgresql.util.LruCache$1
 721:             1             16  org.postgresql.util.LruCache$2
 722:             1             16  ru.job4j.tracker.ConsoleInput
 723:             1             16  ru.job4j.tracker.ConsoleOutput
 724:             1             16  ru.job4j.tracker.CreateAction
 725:             1             16  ru.job4j.tracker.DeleteAction
 726:             1             16  ru.job4j.tracker.ExitAction
 727:             1             16  ru.job4j.tracker.FindAllAction
 728:             1             16  ru.job4j.tracker.FindByIdAction
 729:             1             16  ru.job4j.tracker.FindByNameAction
 730:             1             16  ru.job4j.tracker.ReplaceAction
 731:             1             16  ru.job4j.tracker.SqlTracker
